location,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Gust,Cloud Cover Total,Mean Sea Level Pressure
unit,°C,mm,%,km/h,%,hPa
level,2 m elevation corrected,sfc,2 m,sfc,sfc,MSL
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Gust,Basel Cloud Cover Total,Basel Mean Sea Level Pressure [MSL]
20250126T0800,6.000245,0.0,69.82476,46.8,81.0,1014.7
20250126T0900,6.4302454,0.0,66.45866,43.199997,69.0,1014.9
20250126T1000,7.1002455,0.0,62.4484,35.64,23.0,1014.8
20250126T1100,8.280246,0.0,56.353333,34.2,7.0,1014.1
20250126T1200,9.270246,0.0,50.093185,29.16,2.0,1012.4
20250126T1300,10.100245,0.0,46.916885,23.4,10.5,1011.0
20250126T1400,10.110246,0.0,48.31786,20.880001,30.000002,1009.6
20250126T1500,9.400246,0.0,51.433075,20.880001,63.0,1009.2
20250126T1600,8.460245,0.0,60.30009,18.72,51.0,1008.6
20250126T1700,7.9102454,0.0,67.57283,19.8,95.0,1008.9
20250126T1800,6.8902454,0.0,74.15412,20.880001,99.0,1008.8
20250126T1900,7.250245,0.0,74.70066,30.239998,99.0,1008.6
20250126T2000,7.3502455,0.0,77.202,39.239998,100.0,1007.4
20250126T2100,7.6602454,0.0,76.8738,42.12,63.0,1006.2
20250126T2200,9.520246,0.0,65.98662,42.12,81.0,1005.3
20250126T2300,9.370245,0.0,69.111015,40.32,97.0,1004.6
20250127T0000,8.730246,0.0,74.13577,59.039997,88.0,1003.6
20250127T0100,8.520246,0.2,76.69863,63.72,91.0,1003.3
20250127T0200,8.720245,0.2,79.35744,69.12,97.0,1002.5
20250127T0300,8.860246,0.6,83.518196,61.199997,89.0,1002.1
20250127T0400,9.170245,0.4,85.368935,30.599998,99.0,1001.4
20250127T0500,9.610246,0.4,85.77355,57.6,97.0,1001.2
20250127T0600,9.680245,0.3,85.54593,57.239998,91.0,1000.5
20250127T0700,10.200245,0.7,84.32447,58.32,91.0,1000.5
20250127T0800,10.090245,0.6,87.07049,58.679996,91.0,1001.0
20250127T0900,9.900246,0.6,89.58702,51.12,82.0,1001.5
20250127T1000,10.070246,0.5,90.030136,53.28,100.0,1002.5
20250127T1100,10.500245,0.5,88.30763,36.0,82.0,1002.3
20250127T1200,10.760245,0.6,85.202866,49.32,98.0,1001.4
20250127T1300,10.340245,0.7,86.44465,51.48,96.0,1001.2
20250127T1400,10.960245,0.7,81.5266,45.36,98.0,1000.7
20250127T1500,10.330245,1.0,82.00009,41.760002,93.0,1001.3
20250127T1600,9.290245,0.8,81.45901,36.36,97.0,1001.3
20250127T1700,8.680245,0.5,82.85839,32.039997,98.0,1001.9
20250127T1800,8.420245,0.3,83.17042,32.760002,94.0,1002.1
20250127T1900,8.510245,0.0,82.03086,36.36,48.0,1002.3
20250127T2000,8.650246,0.0,82.222176,35.28,29.0,1002.5
20250127T2100,8.210245,0.0,84.3105,32.039997,36.0,1001.7
20250127T2200,7.5102453,0.0,85.52961,29.88,56.0,1001.6
20250127T2300,7.1402454,0.0,88.65642,23.4,97.0,1001.3
20250128T0000,6.8002453,0.0,89.747475,18.72,100.0,1001.0
20250128T0100,6.420245,0.3,92.07031,16.56,99.0,1000.3
20250128T0200,6.540245,0.5,92.46612,15.84,100.0,999.4
20250128T0300,6.880245,1.5,91.2724,22.319998,100.0,999.3
20250128T0400,6.980245,1.3,89.325516,23.039999,100.0,1000.0
20250128T0500,6.7602453,0.6,89.36761,20.880001,97.0,1000.5
20250128T0600,6.790245,0.4,87.326164,22.319998,97.0,1000.7
20250128T0700,6.8402452,0.0,85.389404,24.48,99.0,1001.1
20250128T0800,6.8202453,0.0,84.48969,27.0,99.0,1001.7
20250128T0900,7.2602453,0.0,83.65897,29.16,91.0,1001.6
20250128T1000,8.030246,0.0,80.200554,31.68,56.0,1001.7
20250128T1100,8.690246,0.0,75.44485,33.12,32.0,1001.8
20250128T1200,9.370245,0.0,69.89665,37.44,24.6,1001.4
20250128T1300,9.840245,0.0,63.395954,39.239998,31.0,1001.0
20250128T1400,10.010245,0.0,59.535946,39.239998,43.0,1000.6
20250128T1500,9.980246,0.0,57.51323,37.8,48.0,1000.7
20250128T1600,9.650246,0.1,61.040466,39.6,95.0,1001.0
20250128T1700,9.000245,0.2,67.049774,34.56,99.0,1001.7
20250128T1800,8.400246,0.1,72.15881,37.079998,94.0,1002.5
20250128T1900,7.9502454,0.2,75.20347,41.760002,82.0,1003.5
20250128T2000,7.7602453,0.0,75.061935,42.12,75.0,1004.0
20250128T2100,7.7602453,0.0,75.221794,41.760002,68.0,1004.6
20250128T2200,7.7602453,0.2,77.491425,44.639996,60.0,1004.5
20250128T2300,7.6602454,0.4,80.030876,48.96,41.0,1005.3
20250129T0000,7.5702453,0.3,82.47517,52.92,93.0,1005.9
20250129T0100,7.610245,0.2,83.061714,51.839996,73.0,1006.5
20250129T0200,7.710245,0.3,82.78447,52.199997,88.0,1007.1
20250129T0300,7.6402454,0.7,82.65878,51.839996,97.0,1007.8
20250129T0400,7.360245,1.1,85.39202,52.92,82.0,1008.4
20250129T0500,7.360245,1.2,85.093285,55.44,93.0,1009.6
20250129T0600,7.2402453,1.2,84.84012,61.199997,89.0,1010.3
20250129T0700,7.170245,0.3,84.17824,50.76,94.0,1011.5
20250129T0800,7.3402452,0.1,82.03781,50.399998,91.0,1012.8
20250129T0900,7.8402452,0.0,78.49561,46.44,76.0,1013.4
20250129T1000,8.420245,0.0,73.39949,43.56,27.0,1013.6
20250129T1100,9.150246,0.0,65.666855,43.199997,29.7,1012.7
20250129T1200,9.720245,0.0,59.20545,42.48,30.000002,1012.3
20250129T1300,10.170245,0.0,57.151924,37.079998,6.3,1011.7
20250129T1400,10.430245,0.0,54.846256,30.239998,9.3,1011.0
20250129T1500,10.160245,0.0,53.171833,23.039999,27.6,1010.6
20250129T1600,7.9702454,0.0,70.95217,12.24,27.900002,1010.5
20250129T1700,5.4702454,0.0,78.718605,13.679999,78.0,1010.5
20250129T1800,5.020245,0.0,77.79657,15.4800005,95.0,1010.4
20250129T1900,4.4602456,0.0,78.3212,16.919998,94.0,1010.6
20250129T2000,4.0202456,0.0,79.85379,16.56,86.0,1010.9
20250129T2100,3.4202452,0.0,81.99384,17.28,61.0,1010.8
20250129T2200,3.2702456,0.0,83.77907,17.28,68.0,1011.3
20250129T2300,3.1602454,0.0,85.85668,16.56,90.0,1012.0
20250130T0000,3.1602454,0.0,87.551414,15.4800005,91.0,1012.1
20250130T0100,2.8802452,0.0,89.50622,13.32,96.0,1012.2
20250130T0200,2.8702455,0.0,88.34707,12.24,96.0,1012.1
20250130T0300,2.9502454,0.0,89.64251,12.24,98.0,1012.6
20250130T0400,3.0802455,0.0,90.30415,12.599999,96.0,1013.2
20250130T0500,3.4102454,0.0,90.52943,12.599999,98.0,1013.9
20250130T0600,3.5902452,0.0,90.091644,12.599999,100.0,1014.6
20250130T0700,3.8202453,0.2,89.59747,13.679999,99.0,1015.3
20250130T0800,4.1802454,0.2,89.31189,13.679999,100.0,1016.1
20250130T0900,5.3102455,0.3,87.66152,14.04,97.0,1016.7
20250130T1000,6.7802453,0.2,86.10624,14.759999,88.0,1017.1
20250130T1100,7.610245,0.2,83.70496,13.679999,89.0,1017.1
20250130T1200,7.880245,0.3,84.03354,13.679999,98.0,1017.1
20250130T1300,8.020246,0.4,84.69931,15.84,99.0,1017.6
20250130T1400,7.980245,0.5,86.66494,16.199999,96.0,1017.8
20250130T1500,7.8202453,0.4,87.61828,15.84,91.0,1018.2
20250130T1600,7.110245,0.2,91.22687,13.679999,78.0,1018.6
20250130T1700,6.7202454,0.0,92.15658,12.24,52.0,1019.3
20250130T1800,6.210245,0.0,93.02743,11.879999,57.0,1020.1
20250130T1900,6.170245,0.0,93.22043,13.679999,39.0,1020.9
20250130T2000,5.750245,0.0,93.71805,13.32,36.0,1021.6
20250130T2100,5.6802454,0.0,93.51632,14.04,60.0,1022.5
20250130T2200,6.0802455,0.0,92.303925,14.4,84.0,1023.0
20250130T2300,5.8502455,0.0,92.80752,14.04,79.0,1023.7
20250131T0000,5.9102454,0.0,92.09724,13.32,91.0,1024.3
20250131T0100,5.8502455,0.0,92.80752,11.879999,98.0,1024.9
20250131T0200,5.9502454,0.0,92.68417,11.159999,95.0,1025.4
20250131T0300,5.790245,0.1,92.347786,11.159999,95.0,1025.8
20250131T0400,5.460245,0.1,93.43643,14.4,99.0,1026.3
20250131T0500,4.980245,0.2,92.878136,20.519999,93.0,1027.1
20250131T0600,4.3702455,0.2,93.16579,21.96,95.0,1027.8
20250131T0700,3.9202452,0.2,92.86929,18.0,98.0,1028.7
20250131T0800,3.7202454,0.1,92.656,17.28,98.0,1029.4
20250131T0900,4.130245,0.0,91.63444,16.56,96.0,1029.7
20250131T1000,4.8502455,0.0,86.3085,17.28,93.0,1029.7
20250131T1100,5.2402453,0.0,81.79141,17.28,92.0,1029.7
20250131T1200,5.6402454,0.0,79.941216,18.359999,80.0,1029.2
20250131T1300,5.7802453,0.0,79.6209,19.8,91.0,1028.8
20250131T1400,5.750245,0.0,79.673096,19.8,92.0,1028.5
20250131T1500,5.4902453,0.0,80.14684,17.28,78.0,1028.7
20250131T1600,4.9502454,0.0,81.68977,15.4800005,70.0,1028.6
20250131T1700,4.170245,0.0,84.630455,12.24,62.0,1028.8
20250131T1800,3.4902453,0.0,86.89583,11.159999,20.0,1029.3
20250131T1900,2.8602452,0.0,88.28205,14.4,6.0,1029.6
20250131T2000,2.2202454,0.0,88.212975,12.599999,8.0,1029.6
20250131T2100,1.6202455,0.0,87.18434,12.959999,4.0,1029.6
20250131T2200,1.0502454,0.0,86.733055,14.4,10.0,1029.1
20250131T2300,1.0602454,0.0,85.97057,15.119999,12.0,1029.6
20250201T0000,0.7002454,0.0,86.43454,15.119999,14.0,1029.7
20250201T0100,0.2502454,0.0,86.5709,14.759999,7.0,1029.5
20250201T0200,0.070245415,0.0,86.48428,15.119999,15.0,1029.4
20250201T0300,-0.03975457,0.0,87.051,15.4800005,22.0,1029.4
20250201T0400,-0.33975458,0.0,88.51694,15.4800005,24.0,1029.0
20250201T0500,-0.4597546,0.0,88.96579,15.119999,16.0,1028.8
20250201T0600,-0.3297546,0.0,89.310905,14.759999,15.0,1028.7
20250201T0700,-0.5397546,0.0,89.82164,14.04,12.0,1028.9
20250201T0800,0.4202454,0.0,86.39971,13.679999,25.0,1028.9
20250201T0900,1.2602453,0.0,83.68165,15.84,16.0,1028.9
20250201T1000,2.4402454,0.0,78.835884,20.519999,28.0,1029.3
20250201T1100,3.3002453,0.0,77.21053,23.759998,60.0,1028.9
20250201T1200,3.9202452,0.0,76.48018,23.759998,61.0,1028.4
20250201T1300,4.5802455,0.0,75.44074,21.599998,37.0,1027.8
20250201T1400,4.880245,0.0,74.24684,19.8,46.0,1027.3
20250201T1500,4.730245,0.0,74.16357,19.08,57.0,1027.3
20250201T1600,4.2002454,0.0,77.82288,18.359999,41.0,1027.1
20250201T1700,3.1402454,0.0,83.639404,12.24,38.0,1027.1
20250201T1800,3.4302454,0.0,80.458275,11.879999,29.0,1027.1
20250201T1900,3.4302454,0.0,81.10543,10.799999,20.0,1027.2
20250201T2000,2.5502453,0.0,83.801445,10.799999,15.0,1027.2
20250201T2100,1.8002454,0.0,85.93752,11.159999,18.0,1026.8
20250201T2200,1.2702454,0.0,86.82349,10.799999,13.0,1027.1
20250201T2300,1.0602454,0.0,87.054245,10.799999,10.0,1026.9
20250202T0000,0.9502454,0.0,87.49119,11.159999,16.0,1026.3
20250202T0100,0.6302454,0.0,87.71261,11.879999,17.0,1026.1
20250202T0200,0.5402454,0.0,88.28717,11.879999,22.0,1025.8
20250202T0300,0.5102454,0.0,88.21866,11.5199995,17.0,1025.3
20250202T0400,0.8002454,0.0,87.991196,10.799999,27.0,1024.8
20250202T0500,1.1102455,0.0,87.57413,10.08,32.0,1024.5
20250202T0600,1.3502455,0.0,87.28073,8.64,28.0,1024.5
20250202T0700,1.6102453,0.0,87.11929,9.36,26.0,1024.8
20250202T0800,1.5202454,0.0,87.42868,9.0,20.0,1024.7
20250202T0900,1.6202455,0.0,86.357315,11.159999,18.0,1024.7
20250202T1000,2.0002456,0.0,86.5303,12.24,74.0,1025.2
20250202T1100,2.5302453,0.0,85.52851,12.24,53.0,1024.8
20250202T1200,3.2002454,0.0,83.526245,12.599999,25.0,1024.2
20250202T1300,3.6902456,0.0,82.871025,13.32,15.0,1023.9
20250202T1400,3.9902453,0.0,81.486595,14.04,12.0,1023.8
20250202T1500,4.0302453,0.0,81.02187,13.679999,7.0,1023.8
20250202T1600,2.6902456,0.0,87.435074,12.599999,5.0,1024.0
20250202T1700,2.9702454,0.0,84.471954,11.879999,3.0,1024.5
20250202T1800,3.4202452,0.0,84.10408,11.5199995,6.0,1024.8
20250202T1900,2.2602453,0.0,87.38605,6.4799995,3.0,1025.3
20250202T2000,1.5002453,0.0,88.7818,8.28,3.0,1025.3
20250202T2100,1.7202454,0.0,87.9651,9.36,4.0,1025.6
20250202T2200,0.5902454,0.0,88.3579,9.36,25.0,1026.5
20250202T2300,0.4302454,0.0,89.126595,9.72,24.0,1026.6
20250203T0000,0.23024541,0.0,89.369415,9.72,15.0,1026.7
20250203T0100,-0.05975461,0.0,89.87022,9.72,15.0,1027.0
20250203T0200,-0.22975457,0.0,90.320595,10.08,12.0,1027.3
20250203T0300,-0.34975457,0.0,90.71165,10.799999,10.0,1027.3
20250203T0400,-0.2697546,0.0,90.71923,10.799999,8.0,1027.3
20250203T0500,-0.39975458,0.0,90.572426,11.159999,5.0,1027.5
20250203T0600,-0.3897546,0.0,90.30495,10.799999,3.0,1027.5
20250203T0700,-0.3097546,0.0,90.37978,11.5199995,11.0,1027.9
20250203T0800,0.3802454,0.0,89.51701,11.5199995,60.0,1028.3
20250203T0900,0.89024544,0.0,88.58631,11.879999,14.0,1028.4
20250203T1000,1.1502454,0.0,89.398224,11.879999,75.0,1029.7
20250203T1100,1.8602453,0.0,87.531784,11.5199995,68.0,1029.5
20250203T1200,2.3602452,0.0,86.19585,11.5199995,47.0,1029.0
20250203T1300,2.9002452,0.0,85.1411,13.32,44.0,1028.3
20250203T1400,3.1102452,0.0,84.12311,14.759999,30.0,1027.8
20250203T1500,2.8002453,0.0,85.93681,15.119999,22.0,1027.8
20250203T1600,1.7002454,0.0,91.832634,13.679999,19.0,1028.2
20250203T1700,2.9602456,0.0,86.51975,11.159999,11.0,1028.4
20250203T1800,2.3202453,0.0,88.54527,8.28,14.0,1028.9
20250203T1900,1.9502454,0.0,89.28361,5.7599998,11.0,1029.3
20250203T2000,1.7902454,0.0,89.46297,6.12,11.0,1029.3
20250203T2100,0.7202454,0.0,91.279915,8.28,10.0,1029.3
20250203T2200,0.3002454,0.0,87.93449,8.28,52.0,1030.3
20250203T2300,-0.14975458,0.0,87.62205,8.64,38.0,1030.5
20250204T0000,-0.5397546,0.0,87.96877,9.0,39.0,1030.3
20250204T0100,-0.87975454,0.0,88.06095,9.72,34.0,1030.2
20250204T0200,-1.0097545,0.0,87.45484,9.72,36.0,1030.3
20250204T0300,-1.1397547,0.0,87.04676,10.08,27.0,1030.4
20250204T0400,-1.3697546,0.0,86.626816,9.72,28.0,1030.3
20250204T0500,-1.3797545,0.0,85.65341,10.08,16.0,1030.4
20250204T0600,-1.2797546,0.0,84.45007,10.08,16.0,1030.6
20250204T0700,-1.1697546,0.0,84.21164,11.159999,17.0,1030.8
20250204T0800,-0.76975465,0.0,86.44314,9.36,10.0,1031.0
20250204T0900,-0.16975462,0.0,86.776596,11.159999,12.0,1031.0
20250204T1000,0.9602454,0.0,82.103516,10.799999,9.0,1032.1
20250204T1100,2.0602455,0.0,76.19021,10.440001,6.0,1031.8
20250204T1200,3.4002452,0.0,73.90062,10.799999,6.0,1030.8
20250204T1300,4.5602455,0.0,71.002594,10.440001,6.0,1030.1
20250204T1400,5.2402453,0.0,69.050735,9.72,8.1,1029.8
20250204T1500,5.3202453,0.0,70.28856,7.92,1.0,1029.7
20250204T1600,4.150245,0.0,73.18753,5.7599998,5.0,1030.1
20250204T1700,2.4702454,0.0,82.030685,6.12,4.0,1030.6
20250204T1800,1.1202455,0.0,88.41611,6.8399997,4.0,1031.3
20250204T1900,0.5902454,0.0,90.06763,6.12,5.0,1032.0
20250204T2000,-1.2997546,0.0,94.204315,8.28,5.0,1032.4
20250204T2100,-2.2597547,0.0,94.56087,10.08,0.0,1032.9
20250204T2200,-2.5597544,0.0,91.872826,10.799999,2.0,1034.1
20250204T2300,-2.7997546,0.0,91.851166,10.799999,2.0,1034.7
20250205T0000,-3.0297546,0.0,91.48307,10.440001,1.0,1034.9
20250205T0100,-3.1697545,0.0,92.86716,10.440001,2.0,1035.2
20250205T0200,-3.5297546,0.0,94.25704,10.799999,0.0,1035.5
20250205T0300,-3.6797547,0.0,94.460945,10.799999,2.0,1035.9
20250205T0400,-3.8697548,0.0,95.74783,10.799999,0.0,1036.0
20250205T0500,-3.9197545,0.0,94.51545,10.440001,0.0,1036.8
20250205T0600,-3.8997545,0.0,93.80046,10.08,0.0,1037.0
20250205T0700,-3.8997545,0.0,94.014885,12.24,0.0,1037.5
20250205T0800,-2.5097547,0.0,87.3382,10.08,0.0,1037.9
20250205T0900,-0.60975456,0.0,83.8501,12.24,0.0,1038.3
20250205T1000,1.0302454,0.0,77.949,11.879999,3.0,1039.6
20250205T1100,2.1502454,0.0,71.37925,14.759999,6.0,1039.6
20250205T1200,3.2102456,0.0,70.554184,18.0,3.0,1038.7
20250205T1300,4.0202456,0.0,71.46251,19.44,3.0,1038.2
20250205T1400,4.730245,0.0,72.45407,19.44,5.0,1037.9
20250205T1500,4.650245,0.0,78.353676,18.359999,4.0,1037.9
20250205T1600,2.5502453,0.0,88.056656,13.679999,6.0,1038.0
20250205T1700,0.9802454,0.0,92.853226,15.119999,10.0,1038.6
20250205T1800,-0.04975462,0.0,94.91665,15.84,16.0,1039.2
20250205T1900,-0.47975457,0.0,96.58476,15.84,16.0,1039.4
20250205T2000,-0.8297546,0.0,97.42718,15.4800005,17.0,1039.7
20250205T2100,-0.98975456,0.0,97.060585,15.119999,10.0,1039.6
20250205T2200,-0.73975456,0.0,95.78994,15.4800005,16.0,1039.8
20250205T2300,-0.98975456,0.0,95.91776,15.4800005,23.0,1039.8
20250206T0000,-1.1297545,0.0,95.98108,15.84,24.0,1039.4
20250206T0100,-0.8297546,0.0,95.57245,15.84,16.0,1038.9
20250206T0200,-0.6697546,0.0,95.440575,15.119999,19.0,1038.7
20250206T0300,-0.6697546,0.0,96.00644,16.199999,21.0,1038.4
20250206T0400,-0.3797546,0.0,96.58973,16.919998,25.0,1038.1
20250206T0500,-0.07975459,0.0,96.32105,16.56,22.800001,1038.0
20250206T0600,0.17024541,0.0,96.40444,15.4800005,35.0,1037.9
20250206T0700,0.4002454,0.0,95.7127,15.119999,37.0,1037.9
20250206T0800,1.2302454,0.0,94.30528,15.4800005,40.0,1037.8
20250206T0900,1.8502454,0.0,92.58211,19.08,64.0,1037.5
20250206T1000,2.3702455,0.0,93.0245,20.880001,100.0,1037.7
20250206T1100,2.7402453,0.0,92.11682,23.039999,100.0,1037.0
20250206T1200,3.2102456,0.0,90.25107,23.759998,99.0,1036.0
20250206T1300,3.5102453,0.0,88.989555,25.199999,100.0,1035.5
20250206T1400,3.7702456,0.0,87.998116,25.919998,99.0,1034.6
20250206T1500,3.7002454,0.0,88.43472,25.56,95.0,1033.9
20250206T1600,3.3402452,0.0,89.48666,24.119999,87.0,1033.4
20250206T1700,3.0202456,0.0,89.51994,21.599998,75.0,1032.9
20250206T1800,2.5802455,0.0,90.6507,18.359999,78.0,1032.5
20250206T1900,2.5302453,0.0,89.86168,19.8,82.0,1032.0
20250206T2000,2.8302455,0.0,86.94487,19.08,77.0,1031.4
20250206T2100,2.6302452,0.0,86.79519,19.44,68.0,1030.7
20250206T2200,2.6802454,0.0,84.24859,18.72,88.0,1030.4
20250206T2300,2.6202455,0.0,83.62779,16.919998,83.0,1030.1
20250207T0000,2.5402455,0.0,83.43346,15.119999,87.0,1029.2
20250207T0100,2.2302454,0.0,84.49588,13.679999,85.0,1028.6
20250207T0200,1.8502454,0.0,84.32056,10.440001,78.0,1027.7
20250207T0300,1.6102453,0.0,83.916336,10.08,74.0,1027.3
20250207T0400,1.5102453,0.0,83.59379,10.799999,75.0,1026.7
20250207T0500,1.4602454,0.0,83.40198,11.159999,71.0,1026.2
20250207T0600,1.3302454,0.0,83.075966,11.879999,86.0,1026.2
20250207T0700,1.1102455,0.0,83.90804,13.32,85.0,1026.0
20250207T0800,1.6402454,0.0,83.42779,12.959999,81.0,1025.9
20250207T0900,2.5702453,0.0,79.32338,14.04,85.0,1025.7
20250207T1000,3.6102452,0.0,75.146225,15.4800005,82.0,1025.4
20250207T1100,4.8102455,0.0,71.31604,16.919998,87.0,1024.8
20250207T1200,5.960245,0.0,68.26109,17.64,83.0,1024.0
20250207T1300,6.650245,0.0,65.93306,17.28,64.0,1023.1
20250207T1400,6.860245,0.0,64.79593,16.56,38.0,1022.3
20250207T1500,6.500245,0.0,68.03664,15.119999,30.000002,1021.6
20250207T1600,5.110245,0.0,77.69995,10.799999,30.000002,1021.3
20250207T1700,3.9102454,0.0,78.79801,11.5199995,29.400002,1021.0
20250207T1800,2.2302454,0.0,84.248886,12.599999,28.800001,1020.8
20250207T1900,0.9802454,0.0,88.33581,15.4800005,29.1,1020.8
20250207T2000,0.13024542,0.0,90.35555,13.32,26.400002,1021.2
20250207T2100,-0.29975462,0.0,91.12062,12.24,24.6,1021.3
20250207T2200,-0.3197546,0.0,91.18633,11.879999,15.6,1022.1
20250207T2300,-0.5997546,0.0,90.82274,10.799999,52.0,1022.7
20250208T0000,-0.86975455,0.0,91.74814,11.159999,29.0,1022.4
20250208T0100,-0.8297546,0.0,92.024895,11.5199995,23.1,1022.4
20250208T0200,-0.63975465,0.0,90.818954,11.879999,24.0,1022.3
20250208T0300,-0.5397546,0.0,90.69359,11.879999,24.0,1022.1
20250208T0400,-0.89975464,0.0,90.86193,11.879999,29.0,1021.8
20250208T0500,-0.9397546,0.0,92.015434,12.599999,63.0,1021.5
20250208T0600,-0.9597546,0.0,91.33128,13.679999,12.3,1021.6
20250208T0700,-1.0097545,0.0,91.6675,17.64,8.1,1021.8
20250208T0800,0.3202454,0.0,89.180885,16.919998,15.0,1022.0
20250208T0900,2.1302454,0.0,84.79224,16.919998,29.0,1022.1
20250208T1000,4.1402454,0.0,78.43706,15.84,44.0,1022.5
20250208T1100,5.8202453,0.0,72.36155,15.119999,50.0,1022.0
20250208T1200,7.2202454,0.0,67.173744,14.759999,91.0,1021.6
20250208T1300,8.240246,0.0,62.823505,14.04,93.0,1021.3
20250208T1400,8.650246,0.0,60.962082,11.879999,20.0,1020.8
20250208T1500,8.280246,0.0,58.785267,9.0,3.9,1020.6
20250208T1600,7.360245,0.0,62.105896,4.68,22.800001,1020.9
20250208T1700,6.1402454,0.0,72.27006,7.2,43.0,1021.4
20250208T1800,5.110245,0.0,77.19677,8.28,79.0,1022.1
20250208T1900,4.6402454,0.0,79.83853,10.799999,82.0,1022.5
20250208T2000,2.6702452,0.0,85.858185,10.799999,74.0,1023.2
20250208T2100,1.4002454,0.0,88.90135,12.959999,60.0,1024.0
20250208T2200,1.2702454,0.0,89.738556,13.32,11.0,1024.7
20250208T2300,1.4202454,0.0,89.8191,13.32,22.0,1025.2
20250209T0000,1.5502454,0.0,90.424324,13.32,31.0,1025.7
20250209T0100,1.9402454,0.0,91.32005,12.959999,32.0,1026.4
20250209T0200,2.1902454,0.0,92.54112,11.5199995,55.0,1026.5
20250209T0300,2.1602454,0.0,93.27888,10.440001,58.0,1026.7
20250209T0400,2.2902455,0.0,93.6259,9.36,51.0,1027.2
20250209T0500,2.1402454,0.0,93.88694,8.28,52.0,1027.5
20250209T0600,1.7102454,0.0,94.13102,9.0,61.0,1027.8
20250209T0700,1.8502454,0.0,94.00375,10.799999,70.0,1028.1
20250209T0800,2.8502455,0.0,92.39142,10.799999,90.0,1028.4
20250209T0900,3.9602456,0.0,88.8434,11.159999,91.0,1028.6
20250209T1000,4.8202453,0.0,86.42838,10.440001,79.0,1028.6
20250209T1100,6.130245,0.0,82.330536,12.24,89.0,1028.4
20250209T1200,7.4302454,0.0,77.65472,14.759999,90.0,1027.8
20250209T1300,8.3102455,0.0,73.951584,15.119999,100.0,1027.3
20250209T1400,8.610246,0.0,69.983574,14.04,97.0,1027.0
20250209T1500,8.720245,0.0,68.676994,12.599999,89.0,1026.9
20250209T1600,7.460245,0.0,76.89334,11.159999,73.0,1026.7
20250209T1700,5.2202454,0.0,85.31206,11.159999,66.0,1026.9
20250209T1800,4.380245,0.0,87.62326,11.5199995,51.0,1027.0
20250209T1900,3.6102452,0.0,90.67738,11.879999,8.0,1026.9
20250209T2000,2.6502452,0.0,92.4427,11.159999,12.0,1026.8
20250209T2100,1.6002454,0.0,94.94746,9.72,26.400002,1026.8
20250209T2200,1.1802454,0.0,94.64624,10.08,37.0,1026.9
20250209T2300,1.1802454,0.0,94.508415,10.08,71.0,1027.0
20250210T0000,1.0402454,0.0,94.983185,9.36,76.0,1026.6
20250210T0100,0.9402454,0.0,95.53303,8.28,92.0,1026.3
20250210T0200,1.1602454,0.0,95.614815,7.92,99.0,1026.0
20250210T0300,1.5402454,0.0,95.70487,8.28,100.0,1025.9
20250210T0400,1.8802454,0.2,95.930824,8.64,99.0,1025.5
20250210T0500,1.9402454,0.3,95.65689,9.72,98.0,1025.1
20250210T0600,2.3102455,0.3,95.60748,11.879999,97.0,1024.7
20250210T0700,2.4902453,0.2,95.54817,13.679999,97.0,1024.6
20250210T0800,2.8702455,0.1,94.81657,14.04,98.0,1024.2
20250210T0900,3.7302456,0.2,93.78904,14.04,94.0,1024.1
20250210T1000,4.420245,0.2,91.85359,14.04,78.0,1024.5
20250210T1100,5.4102454,0.2,89.36667,15.84,96.0,1024.3
20250210T1200,5.7802453,0.5,90.35289,17.28,89.0,1023.6
20250210T1300,6.1002455,0.6,90.57155,15.4800005,95.0,1022.8
20250210T1400,6.3002453,0.4,91.996994,15.84,100.0,1022.3
20250210T1500,6.650245,0.1,91.894356,16.199999,94.0,1021.4
20250210T1600,6.6202455,0.0,91.89212,16.56,99.0,1020.6
20250210T1700,6.4302454,0.0,92.26453,16.199999,89.0,1020.4
20250210T1800,5.960245,0.2,94.32409,17.28,87.0,1020.4
20250210T1900,6.020245,0.0,93.80046,21.96,97.0,1020.7
20250210T2000,6.0702453,0.6,94.06662,32.399998,78.0,1020.4
20250210T2100,6.2602453,0.7,94.01205,35.64,65.0,1020.5
20250210T2200,6.3702455,0.2,92.84306,25.919998,92.0,1020.2
20250210T2300,6.5502453,0.0,92.07984,26.28,85.0,1020.4
20250211T0000,6.110245,0.1,94.00317,22.68,90.0,1020.8
20250211T0100,5.900245,0.2,94.98378,18.0,100.0,1021.1
20250211T0200,6.130245,0.3,94.92935,17.64,100.0,1020.9
20250211T0300,6.270245,0.3,95.93556,17.64,100.0,1020.8
20250211T0400,6.3902454,0.0,96.47689,17.28,100.0,1020.9
20250211T0500,6.2802453,0.0,97.14682,16.199999,100.0,1020.8
20250211T0600,6.1602454,0.0,97.41377,16.199999,100.0,1020.7
20250211T0700,6.0802455,0.5,97.54706,16.56,100.0,1020.9
